year,Locationdesc,Sample_Size,Data_value,Data_value_unit,Data_value_type,cbsacode,adult_population,adult_population18_65,population,total_65_and_older,total_adult_obesity,total_adult_smoking,total_below_18_years_of_age,total_children_in_poverty,total_children_in_single-parent_households,total_excessive_drinking,total_female,total_homicides,total_mental_health_providers,total_motor_vehicle_crash_deaths,total_not_proficient_in_english,total_physical_inactivity,total_poor_mental_health_days,total_poor_or_fair_health,total_poor_physical_health_days,total_premature_death,total_primary_care_physicians,total_rural,total_sexually_transmitted_infections,total_uninsured_adults,total_violent_crime
2012.0,"Akron, OH Metropolitan Statistical Area",131,17.24,%,Crude Prevalence,10420,543027.83,445615.135,699935.0,97412.69499999999,158348.10889,120812.69722,156907.16999999998,33717.936389999995,49548.5761213657,91595.58064,361078.745,29.4617537,10943.720893956153,65.7253661219495,12025.856406329,137424.57416999998,80841.6,69645.15169,77750.66666666667,49249.688113,8379.799699784437,88225.775,2324.867425,70831.9008,2499.5545936277567
2013.0,"Akron, OH Metropolitan Statistical Area",147,22.55,%,Crude Prevalence,10420,547567.0000058616,446675.99999074,701456.0,100891.00001512161,159696.96800171238,118506.94900129896,153888.9999941384,36524.417998646415,50776.006635880316,96015.21100101797,361372.0000313264,31.00145512564382,11974.416878146054,57.388453742817745,5240.4253375288,138731.87700150313,82558.48,75693.18000081071,80759.04000000001,49575.12376480001,9998.122155926816,73961.711314228,2595.03896,76257.68999843583,2467.2701071983606
2015.0,"Akron, OH Metropolitan Statistical Area",111,20.27,%,Crude Prevalence,10420,555463.0000060966,446857.999988873,705686.0,108605.0000172236,156322.66000166445,115766.88100050105,150222.9999939034,30248.713998587893,51161.50853731818,100222.64200122826,363356.9999864998,33.997346,4897.880812651388,55.87635677571481,5777.6182303042,131246.47600128662,81405.08,79274.00100102401,82497.49333333335,49379.487376,9728.18317416154,74773.297384906,3103.393158,71770.08496047152,2335.8309579657466
2018.0,"Akron, OH Metropolitan Statistical Area",107,24.01,%,Crude Prevalence,10420,556290.9999907087,439413.9999847713,702221.0,116877.0000059373,171725.31999698924,109804.18725528453,145930.0000092914,27306.57900220587,51005.52183471783,100306.37578548574,360419.0000210094,34.2304750134096,3596.342233512194,53.636367990947946,7609.789379217601,142085.40199768794,90939.53326886006,84531.34450256985,88105.85074963336,52208.89305913062,9516.62121715023,74077.309760365,3012.1448219999997,37212.95623639766,2214.126912807456
2019.0,"Akron, OH Metropolitan Statistical Area",96,18.44,%,Crude Prevalence,10420,558656.9999882317,438293.9999856781,703505.0,120363.0000025536,164115.3779964691,110268.91420863548,144848.0000117683,25611.8240018464,51364.201506874204,100731.37169433999,361317.0000173287,38.100806,3098.385855714518,57.016365300173874,7902.8439461368,135654.54299716544,91105.97448291021,84891.18084000598,88266.89957314287,60785.402752559174,9861.639923366438,74230.10071957699,3717.8154210000002,34012.36037604734,1969.0872810489054
2020.0,"Akron, OH Metropolitan Statistical Area",147,25.57,%,Crude Prevalence,10420,561086.0000152523,437059.9999970392,704845.0,124026.0000182131,165646.37800457084,104248.74201646699,143758.9999847477,24180.832997310004,50466.98541423963,104677.2098970853,362015.00000061176,38.90063001088875,2742.1847297275863,54.65687344708519,8283.6120905219,149147.98200407563,104687.98243466167,95500.37477918268,90356.6822040508,59936.4470903355,9723.32749096068,74470.136514012,3724.04473,33504.99218479397,1972.1164367940346
2021.0,"Akron, OH Metropolitan Statistical Area",135,23.28,%,Crude Prevalence,10420,561226.9999973637,433488.0000072452,703479.0,127738.99999011832,170733.39299904957,128184.41716223911,142252.0000026364,27588.436000848156,38583.20681568041,99738.43702848992,361525.0000156046,40.68256488734431,2604.5004524205797,52.96342208832013,9089.097208696501,145055.36899925114,112424.73400056966,96135.85402509576,94323.99438278566,57777.29226892655,9593.69156097464,74283.78315671449,4097.538356999999,36875.04730336649,1968.6018310715035
2022.0,"Akron, OH Metropolitan Statistical Area",170,26.26,%,Crude Prevalence,10420,560249.9999968291,429231.00000725733,701449.0,131018.9999895718,196448.0679989467,119864.97399932993,141199.0000031709,21048.528000538845,39253.45785955268,103789.58191801955,360823.00000469317,44.838719404610785,2410.455263232262,56.27696753878622,9615.8927556648,155588.0429991257,118503.36444291117,103997.68999939048,97254.62583609193,57907.262497337506,9934.313877955254,74238.942928454,4150.724677,39563.522263796185,1961.6813336418475
2015.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",176,19.39,%,Crude Prevalence,10580,698403.0000078464,565024.0000046537,877905.0,133379.0000031927,180415.91100207457,123427.59500152439,179501.9999921536,30142.161997839885,56826.55978806284,131820.09200109032,448691.99998526386,20.041258000000003,5302.4687455826925,65.03308420279323,10266.4007343004,159616.28400185253,88696.85333333333,95415.93900117718,91996.98333333334,48762.2667347,12807.789320850572,184680.4213378593,3149.119964,60739.85461266941,2497.195126881255
2016.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",438,15.11,%,Crude Prevalence,10580,701540.0000002803,564099.9999928611,880167.0,137440.0000074193,181857.66100013067,99740.93900005627,178626.9999997197,30302.01699932189,56709.99998773462,137133.3769999476,449532.0000066752,20.639049,5096.596496023112,61.66468705648557,9768.3886218431,159200.41100002872,100145.97666666667,80928.76600019292,93819.42333333332,50435.910247,12538.33083260685,184874.2325847311,3285.831358081831,57967.17057317994,2503.6389547971407
2017.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",133,24.01,%,Crude Prevalence,10580,704528.9999848927,563695.9999708255,881830.0,140833.00001406722,184887.49199606216,106048.92786491397,177301.0000151073,26823.331001666764,56607.89805792006,142989.35515015043,450143.99999147386,22.839260000000003,4930.455419722131,59.57378046845531,10086.8553687592,156990.50299653114,106135.24873983736,81345.78531245116,97979.67273461811,50117.326570000005,12703.863493817267,185251.8036219475,3573.040094,45987.33004401171,2370.163811770137
2018.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",512,17.17,%,Crude Prevalence,10580,705634.99998525,561162.999977709,881839.0,144472.0000075409,191443.20799620863,111890.03157534296,176204.0000147501,25415.838001567896,56352.99496490037,149386.4049093841,449991.0000188817,22.366766306115647,4636.886593481966,60.18707516613392,10409.3734801671,163658.24599662508,112479.44915074324,93098.29615491393,101840.5543401324,50809.612500278075,12380.712494320665,185366.08830751618,3831.776468,35793.822917444944,2368.2188444118165
2019.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",136,19.41,%,Crude Prevalence,10580,711353.0000084471,561230.0000143532,886188.0,150122.9999940939,200076.41800219286,112795.0316959087,174834.9999915529,23491.55099836236,56105.17532081507,150614.92622514573,452185.00001215877,22.225944,4437.599753076054,59.19265102405152,10769.2647082982,153908.75600189448,113023.31886537538,93811.69473895441,102333.80878085586,51831.18939938692,12419.136204591128,186345.77281029118,3900.6103799999996,30149.88967557744,2497.4068907578403
2020.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",176,19.39,%,Crude Prevalence,10580,710711.9999956791,556493.0000082505,883169.0,154218.9999874286,200337.54799840183,103449.4472666413,172457.0000043209,23510.95100140747,57533.2437413724,144393.35282150062,450391.0000029949,22.44007582402179,4146.908272986212,57.15962115157052,10550.8214554119,153842.8949988907,120278.92309500839,97078.90047455812,95821.35363842011,52189.63609766233,12889.765101084982,185821.3819672899,4172.276089,28615.20400693206,2486.9539891944014
2021.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",594,19.03,%,Crude Prevalence,10580,709881.0000109134,551582.0000024813,880381.0,158299.0000084322,205954.3130028721,126915.08423277218,170499.9999890866,24264.286998589436,41875.35687885065,161265.07451180377,449398.9999836683,20.355977512414405,3907.9844747898583,55.65288723899296,10615.3731219837,142682.77800203918,122760.9032464975,100823.39265965899,105462.45601521386,51975.7688080099,12772.07352215622,185267.81672795658,4134.117872,27740.25686775973,2478.5092685791014
2022.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",195,21.65,%,Crude Prevalence,10580,709315.0000111772,546562.0000136072,878550.0,162752.99999757,221372.5620030632,113873.65300148028,169234.9999888228,20062.84099938417,40859.39273543696,159881.9848214189,448991.0000132472,21.71196450144405,3645.4347181594544,56.25351014501899,10952.7722881714,173436.59700241408,129465.189087924,105383.64700132827,103987.93760597766,54803.97599289177,12504.264134648298,185148.6715349358,4195.789754,26468.172766015417,2471.0308988389083
2011.0,"Albuquerque, NM Metropolitan Statistical Area",720,21.78,%,Crude Prevalence,10740,646133.629,542581.019,857903.0,103552.61,135700.69362099998,123687.787094,211769.37099999998,41015.780399,76095.77076599999,85547.993919,434395.179,69.15288000000001,,149.082893,73774.102,114322.329054,100593.18666666668,97397.00081299999,107603.96,67685.000001,12356.913866174244,87515.802,3814.3137370000004,146799.069585,0.0
2012.0,"Albuquerque, NM Metropolitan Statistical Area",719,21.22,%,Crude Prevalence,10740,646133.629,542581.019,857903.0,103552.61,137515.257491,121870.59727700001,211769.37099999998,50706.22226899999,78336.43225599048,81545.54762299999,434395.179,69.0573828,,144.90528874206808,73315.9264346119,111885.07079,103562.69666666667,98867.369479,108011.75333333334,68080.8067868,12356.913866174244,87515.802,4367.476715,130706.982953,6616.876056728388
2013.0,"Albuquerque, NM Metropolitan Statistical Area",437,20.25,%,Crude Prevalence,10740,680207.9999897138,566627.9999624448,898642.0,113580.0000272688,144806.14999759995,128118.95799824756,218434.0000102864,57158.23700231291,82138.06808262042,88086.68199872483,456575.000008372,69.17108891515366,22552.965663472816,134.37050315913405,38077.7798606066,117791.25999807744,108269.3,99962.93599852051,112513.91333333333,66545.41704720001,15108.362785633333,80094.1084181335,5438.056199000001,137761.3679912066,6328.697495549981
2014.0,"Albuquerque, NM Metropolitan Statistical Area",416,22.79,%,Crude Prevalence,10740,685603.0000049291,565874.9999819008,901700.0,119728.0000230283,144099.8390008488,122729.24000095119,216096.99999507092,52622.63199864673,83334.04736332939,88399.42800065059,458257.2732570637,69.38136131456086,0.0,134.690518692509,37514.2207290309,124465.47900080019,107846.35333333333,101291.14900071107,111060.12333333335,66746.454071,14169.106056606612,80031.8499299561,4692.213578,143219.77522470342,5971.315125478051
2015.0,"Albuquerque, NM Metropolitan Statistical Area",325,20.84,%,Crude Prevalence,10740,689149.0000285797,563878.0000212556,902797.0,125271.00000732401,146384.17000604392,123292.73000507861,213647.9999714203,56990.93199234445,84936.37265376316,88858.79800368064,458276.9999891981,60.290528,2907.9716050250727,122.68888175489558,36982.8455978034,120846.00500497849,107945.43666666668,101774.22100423029,111163.40000000001,64617.653983,14043.093184944837,79873.77767440739,4955.706558,132951.9991746799,5889.285897763551
2016.0,"Albuquerque, NM Metropolitan Statistical Area",251,20.47,%,Crude Prevalence,10740,693842.0000345596,562708.0000507991,904587.0,131133.99998376053,149831.17800707603,117047.00400579303,210744.9999654404,50336.12699171118,83618.42015847666,109241.98700543078,459653.0000264932,58.89310400000001,2766.2377026481927,114.86637043576458,35821.9833643315,123781.09900583245,111974.56333333334,117670.25100571004,116214.17666666665,65397.815321,13719.209387811154,79922.9420856648,5629.836180133339,138785.05865324356,5899.621151231916
2017.0,"Albuquerque, NM Metropolitan Statistical Area",360,22.02,%,Crude Prevalence,10740,698332.0000084337,561823.9999834524,907301.0,136508.00002498142,156051.67300153198,112905.59234191387,208968.9999915663,49859.431997322776,82408.70860841307,97792.85420980814,460655.99998077797,55.511143,2586.7759501028277,109.36135607895605,35167.1778035734,113479.13400102509,113098.70437531357,120706.02286911586,114261.63532898063,67282.67959,13727.993993004087,80137.3249980424,4985.057987,104678.87853719058,6193.9301774832875
2018.0,"Albuquerque, NM Metropolitan Statistical Area",327,18.17,%,Crude Prevalence,10740,702701.0000103661,560655.9999949475,909906.0,142045.0000154186,158576.49100215922,101205.18157951934,207204.999989634,48950.862997456075,80576.32483541835,114501.10487895992,462106.9999801878,57.13728287849737,2511.8103455026435,113.9961771730833,34026.284525642,118478.02000160672,120522.70641841696,131213.59163962404,121958.870237424,69444.87172429328,13830.241777292515,80398.0225554643,5934.622576,83786.18823149372,6200.811815924497
2019.0,"Albuquerque, NM Metropolitan Statistical Area",254,16.87,%,Crude Prevalence,10740,706232.9999909598,559151.9999858802,910726.0,147081.0000050795,169008.33999770577,101728.22019648018,204493.00000904032,39887.9680017695,78233.4770942036,115075.25261724998,462656.99997707515,61.726234000000005,2436.2001867861677,120.36142443270334,32480.160451320604,111184.22999865182,120633.47139218242,131879.37228885206,122082.27560043868,73234.67516514275,13577.330233657132,80726.7497624007,5907.5998819999995,65431.67294127183,7503.035346877929
2020.0,"Albuquerque, NM Metropolitan Statistical Area",272,19.38,%,Crude Prevalence,10740,713671.9999760138,559966.9999610613,915927.0,153705.0000149526,173594.9069941381,111266.4545986703,202255.0000239861,43558.538005033064,75990.13250992505,117863.31173484126,465197.0000088255,70.60892055117313,2371.080973625437,125.92357672843558,32074.794805270096,120540.03899604443,137900.46286732875,130765.56888790372,126363.11863689448,74846.45692294321,13795.392239584868,81433.7368348388,6222.676166,66575.5703571278,7532.894633112838
2021.0,"Albuquerque, NM Metropolitan Statistical Area",332,22.09,%,Crude Prevalence,10740,718412.0000107542,559121.999974121,918018.0,159290.00003663328,183504.86200229058,112194.6590878392,199605.9999892458,39448.059997580895,58168.79720410378,118926.72589662627,466573.00002028124,79.24069972384507,2325.4797374998525,128.93856958414975,30627.350995264802,116527.00300156265,139843.26334111008,137739.45718212955,129268.95935393202,76956.32434508331,13589.287932966967,81629.39763186719,6471.018078,73581.38458456106,7542.335018471312
2022.0,"Albuquerque, NM Metropolitan Statistical Area",251,21.5,%,Crude Prevalence,10740,725357.0000066174,560543.9999957556,923630.0,164813.0000108618,213458.00300155155,107677.24200098417,198272.9999933826,33040.227998675604,57248.452493170655,116757.23625634168,469301.9999863172,86.4365732966307,2251.6078181123726,139.11791060500047,27323.2039885954,171723.33500147623,135772.37545992306,142575.25600130422,121732.72448792291,84973.95759263144,13604.770874125941,82276.88517171399,6739.247582,73131.42520040243,7579.911075606601
2011.0,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",190,20.59,%,Crude Prevalence,10900,631146.667,507590.995,816012.0,123555.67199999999,174990.517134,135992.901739,184865.333,24974.250197,52683.32122900001,108036.992052,416897.68700000003,0.0,24482.62593826923,103.386404,40602.136,158619.859917,97921.01666666666,87644.863457,101219.82333333333,52149.148954000004,9749.536859834123,157443.539,2027.4649920000002,65794.536879,2208.332807
2012.0,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",242,18.24,%,Crude Prevalence,10900,631146.667,507590.995,816012.0,123555.67199999999,184265.958598,125123.097778,184865.333,30922.867932999998,54722.46420442732,104876.216123,416897.68700000003,23.25754579,24482.62593826923,102.64803586892195,43096.7037696257,158061.097224,99898.51333333334,90656.878099,96936.43,50811.322622299995,9749.536859834123,157443.539,1787.567599,71204.62604500001,2039.2440314562468
2013.0,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",195,19.18,%,Crude Prevalence,10900,640648.9999880214,513468.9999925659,824916.0,127179.9999954555,187044.15899642126,128288.47399774106,184267.0000119786,31590.666001592082,55627.99177524548,107030.4529980053,422703.0000015399,26.947924447155366,23982.26454295805,96.92892609540775,19880.624715184502,160444.7999970303,101015.37,88341.22899815481,99386.66,48288.2785494,10413.584411516553,137509.6414145706,2147.6191440000002,74942.44799918492,1982.1438599900048
2014.0,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",186,18.45,%,Crude Prevalence,10900,644987.9999961783,513216.99998389906,827171.0,131771.0000122794,182860.22099861281,126163.20399924328,182183.0000038216,30030.114000525256,56001.835576684054,112116.0489993513,423738.1627098143,27.05474748575626,0.0,97.16912514915467,21325.3560624153,166373.80599880524,100968.32333333333,87924.96599909318,98293.05666666667,48423.4915842,10385.675023271144,137465.27618596872,2451.043909,75532.6870962867,1903.8617300283445
2015.0,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",139,17.03,%,Crude Prevalence,10900,647112.9999963874,511534.99998504884,827048.0,135578.0000113386,189125.22299885738,126545.49499963954,179935.0000036126,31574.086000144634,56175.604066544394,112484.48399933972,422491.0000172984,27.59353,7506.309641998412,89.42254233537575,21834.5889584324,153981.51999900208,100956.15666666668,88220.59699930683,98278.07333333333,50058.5108363,10583.559592988753,137313.3713037835,2633.259947,76535.16322621683,1823.6371373289317
2016.0,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",117,19.44,%,Crude Prevalence,10900,650917.0000000077,511663.9999971433,829835.0,139253.0000028644,187205.66500008298,114521.35200019839,178917.9999999923,29560.284999073112,57040.46158839978,112713.7169999232,424103.99997814733,25.593816,6494.366996401088,82.36359155330032,22448.6071551472,156849.28699949564,106311.40333333332,96530.74800036137,98750.56999999998,51048.563555,10641.699799053118,137303.7528477662,2450.6342300008487,75619.48671396817,1831.2952981861356
2017.0,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",154,19.19,%,Crude Prevalence,10900,653945.0000037495,511653.9999901694,832327.0,142291.00001358002,194662.65000103973,109038.65166473603,178381.9999962505,28672.839999717304,57833.53708823702,119706.62405118073,424993.0000021407,21.465843,6103.7489733333405,78.95717792748678,22595.5165612314,151886.34200120746,104089.16551283079,98017.42822372945,96997.38539650833,50606.52873799999,10503.281677854802,137306.0051349961,2433.7885669999996,63825.589980288234,1626.9396324004251
2011.0,"Anchorage, AK Metropolitan Statistical Area",241,17.54,%,Crude Prevalence,11260,276129.70900000003,248719.998,374553.0,27409.711,74071.419735,58399.185228,98423.291,10178.969077000002,28209.733586000002,49694.181724,183573.044,25.309652,12751.580116678655,55.901125,17944.814,60960.590914,38633.68666666667,36882.397352,43922.323333333334,27108.017442,4395.286509553474,68165.24100000001,2549.323455,54654.508776,0.0
2012.0,"Anchorage, AK Metropolitan Statistical Area",289,17.96,%,Crude Prevalence,11260,276129.70900000003,248719.998,374553.0,27409.711,73464.251438,55770.62063600001,98423.291,12469.421777,28146.813897537628,50842.944726,183573.044,23.935085980000004,12751.580116678655,51.51750958135615,19400.5773012839,62094.106255000006,38633.68666666667,34993.733555,43922.323333333334,26509.458667699997,4395.286509553474,68165.24100000001,2626.0180870000004,60203.259954000016,3044.3882035076927
2013.0,"Anchorage, AK Metropolitan Statistical Area",266,16.47,%,Crude Prevalence,11260,285554.000005122,255558.00000754022,387516.0,29995.9999975818,75955.0210013993,55303.18500109321,101961.999994878,13092.08899932194,29184.58040529124,53267.70500094127,190301.9999885254,23.151090960325323,12464.571579434574,38.84746408703818,8074.4419526912,64204.4570011715,38992.313333333324,36901.52200067515,45144.426666666666,26172.0100032,4967.586961566577,58412.3183314598,3100.402658,57099.73900184182,2621.163010974904
2014.0,"Anchorage, AK Metropolitan Statistical Area",308,16.1,%,Crude Prevalence,11260,291527.9999936265,259247.000009985,392535.0,32280.9999836415,77699.33899841049,52880.810999123525,101007.00000637349,12876.492000818173,30047.910908916267,53797.233998818534,192850.273654077,23.440398547590178,0.0,39.398771281382636,7494.189814293,62607.60599874309,40192.75,36982.78399921277,44431.183333333334,26508.556737,4917.906175689304,59532.7956147145,3016.590135,59394.597898541055,2508.501916675482
2015.0,"Anchorage, AK Metropolitan Statistical Area",184,16.55,%,Crude Prevalence,11260,294196.9999906954,259958.99997414724,396142.0,34238.000016548205,80909.78599751869,53416.393998582265,101945.00000930461,10872.852000941682,29700.289011499648,54288.778998277834,192032.9999911182,21.422416000000002,2158.839453206081,33.09707154607808,7394.1803879042,55915.27899834282,40566.12,37325.28899884021,44844.846666666665,27281.457700799998,4930.373439270951,60266.360524511605,2875.734888,60703.80710722853,2477.28808998086
2016.0,"Anchorage, AK Metropolitan Statistical Area",171,18.16,%,Crude Prevalence,11260,297161.9999901486,261070.9999822048,398892.0,36091.0000079438,81584.94399726126,51243.95199820796,101730.0000098514,14151.234001353245,30458.92225828839,67958.65799777934,192837.00000558238,22.24007,2061.4716124948677,32.622864254357864,7776.204013518201,56643.65999805763,37882.46666666666,35730.55599881368,40541.746666666666,28235.316084,4871.057277212557,61621.7350402006,3142.5069751033784,57552.59721006747,2477.781983602388
2017.0,"Anchorage, AK Metropolitan Statistical Area",199,19.64,%,Crude Prevalence,11260,298403.000018257,260394.00002871145,399790.0,38008.9999895455,82926.1540050818,47005.4488832421,101386.999981743,12407.41999776471,30618.504027415427,66270.86765904723,192836.999993755,24.290685000000003,1881.2625881187078,31.852737946441586,7670.0529819435,51888.50700318388,43764.40007135447,39134.43958342005,46127.79130833335,28515.128815,4987.136813260954,63142.36331076249,2926.63838,51822.28535837483,2498.020422164552
2018.0,"Anchorage, AK Metropolitan Statistical Area",161,20.0,%,Crude Prevalence,11260,300227.0000017722,259836.9999962892,402557.0,40390.000005483,85971.1720003417,47686.28026144128,102329.99999822781,10437.659999819236,29800.238354851546,60382.96271061689,195887.9999973971,26.974185567988194,1815.9108975529455,33.54278450556553,7478.2684012873,54671.56200016195,43597.07101079565,40223.26241344672,47370.93470564607,29616.811422090028,5228.388144084693,64766.2623593509,2893.8105649999998,42410.465518765835,2493.8137756778387
2019.0,"Anchorage, AK Metropolitan Statistical Area",184,17.21,%,Crude Prevalence,11260,299925.999999898,257239.9999861584,400888.0,42686.0000137396,89271.28600001112,47702.00421263696,100962.000000102,12461.974000007964,28039.5106998647,60374.3677656135,195299.9999991396,29.219916000000005,1729.9733762159767,35.386359094707274,8294.643818224,55048.1800000117,43455.99551328047,40207.079167398944,47203.47988332643,30824.103471776823,4986.502764318837,65698.1947987388,2893.432132,39784.19173896518,2963.155853797268
2020.0,"Anchorage, AK Metropolitan Statistical Area",201,16.62,%,Crude Prevalence,11260,298948.9999917406,253801.9999949584,399148.0,45146.9999967822,97113.28199736713,46902.78923924131,100199.00000825939,12037.499000998647,27779.252795935914,63885.66759652573,194897.0000017754,30.40367922283987,1448.8224601915217,36.5407713169589,7937.369036703601,56080.02399853552,43188.02832978576,43416.2165059549,47399.87049991719,29824.507580526617,5028.805645405514,66124.34024263259,2909.8423980000002,38961.20265061859,2934.788254033714
2021.0,"Anchorage, AK Metropolitan Statistical Area",384,20.38,%,Crude Prevalence,11260,298534.0000054361,251021.99999362222,396317.0,47512.0000118139,93665.47600145849,53219.2860361975,97782.9999945639,11270.659999476979,20503.855467703954,54300.62163772684,193641.0000117669,32.882420922121916,1142.0153106557293,38.922097223300256,7363.066036105301,53083.4020007813,53399.496857962244,44289.186235736626,50829.83352341092,29469.99188460287,4713.104258464014,66334.2518604341,3002.9065140000002,37203.227628270215,2899.172722464
