Year,Locationabbr,Locationdesc,Response,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,LocationID,QuestionID,RESPONSEID,GeoLocation,cbsacode,metropolitandivisioncode,csacode,cbsatitle,metropolitanmicropolitanstatis,depression_twitter19,CENSUS2019POP,depression_twitter10,sample_size_twitter10,CENSUS2010POP
2011,,,,,,,,,,,,,,,,,17410,,,,,,,0.064516129032258,155.0,2178737.0
2011,17820.0,"Colorado Springs, CO Metropolitan Statistical Area",Yes,288.0,20.73,17.65,23.81,50.0,%,Crude Prevalence,,,17820.0,ADDEPEV2,RESP046,"(38.8454601, -104.6390585)",17820,17820.0,,"Colorado Springs, CO",Metropolitan Statistical Area,,,,,
2011,17900.0,"Columbia, SC Metropolitan Statistical Area",Yes,248.0,13.11,10.74,15.48,50.0,%,Crude Prevalence,,,17900.0,ADDEPEV2,RESP046,"(34.0841683, -81.0405942)",17900,17900.0,192.0,"Columbia, SC",Metropolitan Statistical Area,,,0.0377358490566037,53.0,767598.0
2011,18100.0,"Columbus, NE Micropolitan Statistical Area",Yes,80.0,12.66,9.58,15.74,49.0,%,Crude Prevalence,,,18100.0,ADDEPEV2,RESP046,"(41.5768583, -97.5134588)",18100,18100.0,,"Columbus, NE",Micropolitan Statistical Area,,,,,
2011,18140.0,"Columbus, OH Metropolitan Statistical Area",Yes,268.0,19.42,16.4,22.44,50.0,%,Crude Prevalence,,,18140.0,ADDEPEV2,RESP046,"(40.0399613, -82.9364058)",18140,18140.0,198.0,"Columbus, OH",Metropolitan Statistical Area,,,0.1076923076923077,65.0,1901974.0
2011,18180.0,"Concord, NH Micropolitan Statistical Area",Yes,161.0,24.44,19.83,29.05,50.0,%,Crude Prevalence,,,18180.0,ADDEPEV2,RESP046,"(43.2994761, -71.6801286)",18180,18180.0,148.0,"Concord, NH",Micropolitan Statistical Area,,,,,
2011,23104.0,"Fort Worth-Arlington, TX Metropolitan Division",Yes,122.0,15.39,12.1,18.68,50.0,%,Crude Prevalence,,,23104.0,ADDEPEV2,RESP046,"(32.8073735, -97.537101)",19100,23104.0,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,,,0.075,80.0,6366542.0
2011,19124.0,"Dallas-Plano-Irving, TX Metropolitan Division",Yes,155.0,17.12,13.67,20.57,50.0,%,Crude Prevalence,,,19124.0,ADDEPEV2,RESP046,"(32.8993882, -96.5709024)",19100,19124.0,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,,,0.075,80.0,6366542.0
2011,19340.0,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",Yes,69.0,12.26,8.16,16.36,49.0,%,Crude Prevalence,,,19340.0,ADDEPEV2,RESP046,"(41.3916723, -90.4600695)",19340,19340.0,209.0,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,,,,,
2011,,,,,,,,,,,,,,,,,19430,,,,,,,0.0909090909090909,11.0,799232.0
2011,19740.0,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Yes,1012.0,16.76,15.45,18.07,50.0,%,Crude Prevalence,,,19740.0,ADDEPEV2,RESP046,"(39.4342749, -104.9023591)",19740,19740.0,216.0,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,,0.0952380952380952,21.0,2543482.0
2011,19780.0,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Yes,186.0,15.12,12.53,17.71,50.0,%,Crude Prevalence,,,19780.0,ADDEPEV2,RESP046,"(41.5449189, -93.9434432)",19780,19780.0,218.0,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,,,,
2011,19804.0,"Detroit-Dearborn-Livonia, MI Metropolitan Division",Yes,356.0,18.98,16.1,21.86,50.0,%,Crude Prevalence,,,19804.0,ADDEPEV2,RESP046,"(42.2846554, -83.2619488)",19820,19804.0,220.0,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,,,0.1208053691275167,149.0,4296250.0
2011,20100.0,"Dover, DE Metropolitan Statistical Area",Yes,223.0,15.07,12.01,18.13,50.0,%,Crude Prevalence,,,20100.0,ADDEPEV2,RESP046,"(39.0970805, -75.5029801)",20100,20100.0,428.0,"Dover, DE",Metropolitan Statistical Area,,,0.0714285714285714,14.0,162310.0
2011,20260.0,"Duluth, MN-WI Metropolitan Statistical Area",Yes,117.0,18.68,14.19,23.17,49.0,%,Crude Prevalence,,,20260.0,ADDEPEV2,RESP046,"(47.3297387, -92.376471)",20260,20260.0,228.0,"Duluth, MN-WI",Metropolitan Statistical Area,,,,,
2011,20500.0,"Durham-Chapel Hill, NC Metropolitan Statistical Area",Yes,191.0,19.23,14.55,23.91,50.0,%,Crude Prevalence,,,20500.0,ADDEPEV2,RESP046,"(35.9955289, -79.0969869)",20500,20500.0,450.0,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,,0.0217391304347826,46.0,504357.0
2011,21660.0,"Eugene, OR Metropolitan Statistical Area",Yes,167.0,25.11,20.58,29.64,49.0,%,Crude Prevalence,,,21660.0,ADDEPEV2,RESP046,"(43.928271, -122.8976637)",21660,21660.0,,"Eugene-Springfield, OR",Metropolitan Statistical Area,,,,,
2011,21780.0,"Evansville, IN-KY Metropolitan Statistical Area",Yes,115.0,21.8,17.02,26.58,49.0,%,Crude Prevalence,,,21780.0,ADDEPEV2,RESP046,"(37.9790875, -87.5947741)",21780,21780.0,241.0,"Evansville, IN",Metropolitan Statistical Area,,,,,
2011,21820.0,"Fairbanks, AK Metropolitan Statistical Area",Yes,93.0,13.13,9.5,16.76,50.0,%,Crude Prevalence,,,21820.0,ADDEPEV2,RESP046,"(28.263, -114.518)",21820,21820.0,,"Fairbanks-College, AK",Metropolitan Statistical Area,,,,,
2011,22020.0,"Fargo, ND-MN Metropolitan Statistical Area",Yes,212.0,20.62,17.23,24.01,49.0,%,Crude Prevalence,,,22020.0,ADDEPEV2,RESP046,"(46.9156793, -96.9597002)",22020,22020.0,244.0,"Fargo, ND-MN",Metropolitan Statistical Area,,,,,
2011,22140.0,"Farmington, NM Metropolitan Statistical Area",Yes,144.0,16.72,13.21,20.23,50.0,%,Crude Prevalence,,,22140.0,ADDEPEV2,RESP046,"(36.5116187, -108.3245673)",22140,22140.0,,"Farmington, NM",Metropolitan Statistical Area,,,,,
2011,,,,,,,,,,,,,,,,,22180,,,,,,,0.0869565217391304,23.0,366383.0
2011,22220.0,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",Yes,145.0,19.29,14.63,23.95,50.0,%,Crude Prevalence,,,22220.0,ADDEPEV2,RESP046,"(36.1976261, -94.1198896)",22220,22220.0,,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,,,,,
2011,,,,,,,,,,,,,,,,,22420,,,,,,,0.1176470588235294,17.0,425790.0
2011,22660.0,"Fort Collins, CO Metropolitan Statistical Area",Yes,108.0,14.24,10.99,17.49,49.0,%,Crude Prevalence,,,22660.0,ADDEPEV2,RESP046,"(40.6630847, -105.4821206)",22660,22660.0,,"Fort Collins-Loveland, CO",Metropolitan Statistical Area,,,,,
2011,23060.0,"Fort Wayne, IN Metropolitan Statistical Area",Yes,107.0,18.64,14.64,22.64,50.0,%,Crude Prevalence,,,23060.0,ADDEPEV2,RESP046,"(41.0069813, -85.2164004)",23060,23060.0,258.0,"Fort Wayne, IN",Metropolitan Statistical Area,,,0.1,10.0,416257.0
2011,,,,,,,,,,,,,,,,,23180,,,,,,,0.1818181818181818,11.0,70706.0
2011,,,,,,,,,,,,,,,,,23540,,,,,,,0.1538461538461538,13.0,305076.0
2011,24260.0,"Grand Island, NE Metropolitan Statistical Area",Yes,216.0,20.74,17.66,23.82,50.0,%,Crude Prevalence,,,24260.0,ADDEPEV2,RESP046,"(41.0839187, -98.374209)",24260,24260.0,,"Grand Island, NE",Metropolitan Statistical Area,,,,,
2011,24340.0,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",Yes,213.0,21.95,17.89,26.01,50.0,%,Crude Prevalence,,,24340.0,ADDEPEV2,RESP046,"(43.0726821, -85.4707757)",24340,24340.0,266.0,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,,,0.0666666666666666,15.0,1052843.0
2011,24500.0,"Great Falls, MT Metropolitan Statistical Area",Yes,162.0,22.99,18.74,27.24,50.0,%,Crude Prevalence,,,24500.0,ADDEPEV2,RESP046,"(47.316436, -111.3505583)",24500,24500.0,,"Great Falls, MT",Metropolitan Statistical Area,,,,,
2011,24540.0,"Greeley, CO Metropolitan Statistical Area",Yes,102.0,17.67,13.06,22.28,49.0,%,Crude Prevalence,,,24540.0,ADDEPEV2,RESP046,"(40.5557878, -104.3836386)",24540,24540.0,216.0,"Greeley, CO",Metropolitan Statistical Area,,,,,
2011,24660.0,"Greensboro-High Point, NC Metropolitan Statistical Area",Yes,185.0,15.8,12.49,19.11,50.0,%,Crude Prevalence,,,24660.0,ADDEPEV2,RESP046,"(36.0251968, -79.7926303)",24660,24660.0,268.0,"Greensboro-High Point, NC",Metropolitan Statistical Area,,,0.0571428571428571,70.0,723801.0
2011,,,,,,,,,,,,,,,,,24780,,,,,,,0.1666666666666666,12.0,168148.0
2011,24860.0,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",Yes,220.0,17.43,14.29,20.57,50.0,%,Crude Prevalence,,,24860.0,ADDEPEV2,RESP046,"(34.7454455, -82.3258533)",24860,24860.0,273.0,"Greenville-Anderson-Greer, SC",Metropolitan Statistical Area,,,0.1,20.0,824112.0
2011,25060.0,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",Yes,105.0,20.3,16.11,24.49,50.0,%,Crude Prevalence,,,25060.0,ADDEPEV2,RESP046,"(30.4876746, -89.1978019)",25060,25060.0,,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,,,,,
2011,25180.0,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",Yes,122.0,16.25,12.33,20.17,50.0,%,Crude Prevalence,,,25180.0,ADDEPEV2,RESP046,"(39.5543709, -77.9846143)",25180,25180.0,548.0,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,,,,,
2011,25540.0,"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",Yes,443.0,15.92,13.86,17.98,50.0,%,Crude Prevalence,,,25540.0,ADDEPEV2,RESP046,"(41.7185939, -72.573872)",25540,25540.0,405.0,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,,,,,
2011,25580.0,"Hastings, NE Micropolitan Statistical Area",Yes,128.0,20.3,16.22,24.38,49.0,%,Crude Prevalence,,,25580.0,ADDEPEV2,RESP046,"(40.5257154, -98.2748515)",25580,25580.0,,"Hastings, NE",Micropolitan Statistical Area,,,,,
2011,,,,,,,,,,,,,,,,,25620,,,,,,,0.1818181818181818,11.0,142842.0
2011,25720.0,"Heber, UT Micropolitan Statistical Area",Yes,87.0,17.25,12.53,21.97,50.0,%,Crude Prevalence,,,25720.0,ADDEPEV2,RESP046,"(40.3348778, -111.1615568)",25720,25720.0,482.0,"Heber, UT",Micropolitan Statistical Area,,,,,
2011,25740.0,"Helena, MT Micropolitan Statistical Area",Yes,161.0,23.35,18.67,28.03,50.0,%,Crude Prevalence,,,25740.0,ADDEPEV2,RESP046,"(46.811347, -112.2840179)",25740,25740.0,,"Helena, MT",Metropolitan Statistical Area,,,,,
2011,25860.0,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",Yes,121.0,22.01,16.44,27.58,50.0,%,Crude Prevalence,,,25860.0,ADDEPEV2,RESP046,"(35.8134326, -81.4552223)",25860,25860.0,172.0,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,,,,,
2011,25900.0,"Hilo, HI Micropolitan Statistical Area",Yes,243.0,16.21,13.19,19.23,50.0,%,Crude Prevalence,,,25900.0,ADDEPEV2,RESP046,"(25.968, -103.006)",25900,25900.0,,"Hilo-Kailua, HI",Micropolitan Statistical Area,,,,,
2011,25940.0,"Hilton Head Island-Bluffton-Beaufort, SC Metropolitan Statistical Area",Yes,121.0,11.89,8.77,15.01,50.0,%,Crude Prevalence,,,25940.0,ADDEPEV2,RESP046,"(32.3867853, -80.8308744)",25940,25940.0,,"Hilton Head Island-Bluffton-Port Royal, SC",Metropolitan Statistical Area,,,,,
2011,26380.0,"Houma-Thibodaux, LA Metropolitan Statistical Area",Yes,101.0,17.46,13.13,21.79,50.0,%,Crude Prevalence,,,26380.0,ADDEPEV2,RESP046,"(29.3332603, -90.8441847)",26380,26380.0,,"Houma-Bayou Cane-Thibodaux, LA",Metropolitan Statistical Area,,,,,
2011,26420.0,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",Yes,416.0,14.41,12.55,16.27,50.0,%,Crude Prevalence,,,26420.0,ADDEPEV2,RESP046,"(29.8009994, -95.342613)",26420,26420.0,288.0,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,,,0.1146788990825688,218.0,5946800.0
2011,26580.0,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",Yes,158.0,19.74,15.76,23.72,50.0,%,Crude Prevalence,,,26580.0,ADDEPEV2,RESP046,"(38.4080735, -82.5455054)",26580,26580.0,170.0,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,,,,,
2011,,,,,,,,,,,,,,,,,26620,,,,,,,0.1875,16.0,417593.0
2011,26820.0,"Idaho Falls, ID Metropolitan Statistical Area",Yes,97.0,16.3,12.26,20.34,50.0,%,Crude Prevalence,,,26820.0,ADDEPEV2,RESP046,"(43.5457646, -111.8675825)",26820,26820.0,292.0,"Idaho Falls, ID",Metropolitan Statistical Area,,,,,
